GeneSymbol,proB_CLP_BM,proB_FrA_BM,proB_FrBC_BM,preB_FrC_BM,preB_FrD_BM,B_FrE_BM,B_FrF_BM,B_Fo_Sp,preT_ETP_Th,preT_DN2_Th,preT_DN3A_Th,preT_DN3B_Th,T_DN4_Th,T_DP_Th,T_4SP24._Th,T_8SP24._Th,T_4Nve_Sp,T_8Nve_Sp
DTWD2,91.1866,81.9768,88.4031,105.013,75.0509,84.9641,86.3147,91.0903,97.8875,102.924,133.742,120.99,119.733,89.4384,124.072,128.057,131.748,101.517
HDHD1A,11.5099,12.754,11.6438,11.4371,14.5234,14.2618,14.4816,12.4328,12.8765,11.5718,12.6167,12.1794,12.5247,19.052,12.4617,12.1918,11.6724,15.8285
LOX,20.5863,22.6443,26.8816,20.5307,23.1985,23.4252,23.7217,21.5791,23.3141,20.7104,24.9434,23.0603,32.6129,36.5537,24.4124,24.7861,21.982,28.4637
PPIC,135.409,118.994,135.188,100.068,78.4982,89.9477,94.037,75.2409,157.106,308.408,221.282,216.792,147.893,97.0446,166.635,285.469,129.508,297.612
CEP120,341.165,315.077,437.327,431.903,590.567,453.543,640.778,762.27,399.024,375.676,425.282,334.322,439.689,528.415,465.939,413.462,493.336,460.243
ZFP608,407.408,350.561,335.999,254.701,371.247,425.977,320.273,490.783,294.666,141.592,93.4843,55.5404,63.4835,65.3841,68.5428,54.8257,59.9192,58.6648
ALDH7A1,230.586,167.856,112.959,131.05,76.5216,77.7148,87.3474,95.7452,325.64,177.916,304.839,293.836,381.371,319.986,99.8366,104.901,80.6758,97.873
Mar-03,57.5823,63.5111,53.8694,64.6845,67.4033,86.9749,88.4958,97.5014,101.626,62.4474,46.7242,50.9188,52.9565,85.1802,59.9451,69.9405,55.9215,92.9898
C330018D20RIK,71.794,61.2481,91.3142,119.129,100.153,80.6054,90.6875,136.72,55.4818,56.4961,46.7274,71.0533,63.2173,43.6895,88.157,86.707,105.584,53.9251
FBN2,39.6391,46.6113,37.4166,40.8494,46.855,47.3809,44.3778,40.1677,43.6378,44.7903,44.3878,43.9665,49.3264,56.2898,42.329,45.3558,40.8349,62.7386
GM4841,26.9648,25.0612,22.5344,16.2768,20.572,22.8378,20.0334,23.9394,18.1782,18.5538,22.7792,17.2983,17.9696,22.6436,19.7227,18.5446,18.8943,23.5669
2010002N04RIK,175.974,173.212,178.509,144.038,256.232,195.18,94.5871,60.8978,712.182,450.501,552.56,158.096,135.918,126.184,59.544,63.9441,49.7511,77.2637
MYOZ3,89.7549,120.715,86.4043,82.1515,101.462,125.979,114.289,95.8234,93.9816,89.0254,95.2823,90.3812,95.5931,141.518,108.777,104.459,95.2923,144.297
SYNPO,42.4662,47.714,45.2888,44.15,50.0356,45.8951,54.0385,39.7598,46.0972,38.429,45.007,44.1771,42.689,61.9655,48.5078,46.3818,49.8484,61.0334
NDST1,455.97,351.972,307.95,320.356,309.426,619.156,596.481,574.854,622.506,639.958,776.469,566.402,425.126,237.551,434.176,334.016,284.43,237.135
TCOF1,681.126,520.006,669.236,710.63,532.019,987.411,593.454,741.742,559.607,802.072,1182.58,1660.17,1310.36,873.068,998.738,900.02,836.41,826.391
SLC6A7,58.3411,72.8399,64.3555,55.9878,74.6714,71.1637,66.547,60.2087,59.4712,62.7194,68.5038,62.2254,62.0849,82.1421,68.1748,60.1665,63.2807,84.4985
CDX1,154.552,203.583,147.571,139.57,180.236,166.952,178.785,122.147,182.19,138.041,172.844,139.124,167.923,265.585,200.484,192.771,149.241,244.36
HMGXB3,234.752,196.352,242.396,255.161,235.824,253.013,240.905,279.223,247.707,277.336,317.4,402.176,337.557,180.028,324.482,356.88,352.813,343.156
SLC26A2,178.958,151.444,213.324,196.01,287.493,307.346,234.497,278.501,179.638,182.258,192.89,213.431,251.53,231.024,297.505,255.635,289.556,204.447
PPARGC1B,113.935,117.298,116.351,117.391,73.8165,88.2666,146.627,131.264,114.359,123.957,144.406,236.477,162.124,120.009,169.873,187.696,189.734,208.416
MIR378,56.1993,56.4884,52.8645,47.4733,51.8546,55.8128,71.0415,73.6525,46.8402,52.3679,54.1683,52.6073,49.7677,49.9984,52.3962,47.7877,55.4768,61.0685
ARHGEF37,22.6124,24.1887,25.0684,19.2287,23.4126,21.3523,26.3942,21.2176,20.3827,20.0173,21.4436,20.831,21.8917,30.2769,21.1431,21.4132,22.8972,27.5629
MIR145,13.1054,15.5413,12.5377,13.1161,13.9602,15.7214,14.227,13.7559,15.8502,17.1278,15.1522,16.3291,15.2252,20.5562,18.6423,16.5491,15.5477,16.9586
MIR143,64.9095,70.4546,62.8442,73.204,70.8672,73.1577,89.1619,85.8932,75.509,68.9182,67.2586,62.4821,76.5617,53.2751,58.5978,55.8826,62.7189,56.096
PCYOX1L,191.062,195.319,133.786,157.962,126.262,129.607,131.694,111.345,245.919,274.521,127.826,123.744,117.888,138.534,118.077,113.83,112.463,154.252
GRPEL2,209.967,162.688,212.965,193.962,208.672,325.257,302.421,395.674,205.409,207.185,188.792,221.22,208.137,150.882,215.83,196.065,277.503,192.664
AFAP1L1,183.565,142.661,103.774,54.5121,62.5348,62.8528,68.4845,53.458,336,160.204,80.8651,70.9616,64.985,77.7782,74.4883,72.3065,58.5364,94.9923
ABLIM3,29.3223,39.2767,34.2357,29.4442,31.4536,43.7079,37.2118,32.285,29.4339,27.1114,31.8572,31.3577,30.9714,35.9114,34.2713,33.4566,31.4383,50.207
ADRB2,208.18,148.021,98.4192,79.0305,223.07,426.877,895.48,1159.99,186.314,209.612,279.622,188.488,199.98,116.088,365.707,312.286,498.237,285.368
GM9876,115.673,140.884,104.281,111.876,119.82,138.046,133.299,115.109,126.914,112.727,112.095,119.949,121.742,142.383,120.671,116.16,115.371,166.071
FBXO38,482.292,367.821,458.194,505.275,604.473,536.893,543.758,654.103,504.772,503.29,513.909,448.742,485.741,382.012,546.288,520.367,605.325,417.415
SPINK7,17.7617,17.5278,18.945,15.8839,16.6622,18.4823,19.7204,17.8266,18.3286,17.8715,19.6403,17.1415,17.2126,22.6925,16.4882,18.1246,18.1998,28.8139
SPINK13,12.5882,13.5847,11.1241,11.5124,12.6743,13.1048,13.8156,11.7094,13.0132,13.4475,15.0743,13.7248,14.1412,19.3727,12.5972,12.6868,12.9161,19.6039
2700046A07RIK,28.8635,31.7691,29.575,25.3522,29.0145,29.5824,27.2895,28.0953,29.3648,28.3896,27.1711,27.1677,25.3675,33.6688,33.0105,26.3744,29.3528,29.1422
FAM38B,27.5813,31.979,29.432,28.3288,35.9633,33.9084,34.0464,27.4404,27.7364,25.2414,29.1713,30.1776,32.0204,47.7827,34.1468,29.618,28.9504,35.6832
TXNL1,339.426,255.152,385.292,515.935,219.663,151.519,172.632,229.23,410.765,456.3,296.789,505.346,415.392,143.936,239.315,260.567,214.147,133.841
FECH,81.7983,75.1383,87.599,113.85,82.291,56.6693,101.118,109.142,88.0277,96.2337,94.9136,113.179,108.113,99.4715,101.608,86.2924,108.744,89.9742
NARS,945.951,766.628,900.428,1280.52,717.322,642.463,669.398,914.647,1106.76,1190.77,773.013,1419.8,1191.87,371.006,867.946,922.983,1019.35,646.264
ATP8B1,38.4347,36.2078,28.8504,28.4009,40.9819,39.2512,35.797,35.5007,30.9482,33.3284,33.5957,32.6972,35.4507,52.8241,36.7538,37.2539,36.8998,49.2449
A330084C13RIK,39.4062,50.2408,47.4202,45.6606,50.9835,50.6071,53.8111,45.2137,46.7429,42.0446,54.7427,46.6577,43.4784,79.2636,53.5871,48.7893,43.6969,64.0018
RAX,46.4186,59.3235,44.1856,45.1035,53.428,51.7279,52.5782,43.7773,48.3568,45.9299,53.9086,46.782,47.4212,86.5533,59.1288,60.2274,46.4147,80.9633
CPLX4,16.3621,19.9186,20.2559,18.6839,20.6635,21.8468,19.3045,20.334,19.1622,21.8007,19.4027,16.8161,19.4417,32.239,20.5005,19.5565,19.389,23.9993
LMAN1,535.45,456.779,505.526,583.814,366.189,262.228,263.468,332.931,503.871,561.235,385.938,573.149,516.034,176.039,225.657,229.934,243.428,174.011
CCBE1,58.2551,73.2222,48.4939,52.1652,66.2046,64.7281,56.8531,52.9827,59.741,54.1001,59.3622,55.3018,59.8591,91.2279,55.7733,55.1687,50.8109,80.6354
MIR694,50.2111,59.4431,49.9565,42.3057,58.1136,56.0395,58.8849,60.7398,50.8983,54.1927,59.49,50.6222,51.4169,60.4023,47.1406,49.4702,54.9733,63.1818
MC4R,31.9304,37.8209,31.3432,32.1863,31.4523,36.6611,41.9868,35.6401,29.7472,30.736,34.2009,29.9376,32.8165,37.0566,32.4599,31.1273,33.1648,48.6269
MPPE1,298.554,263.217,218.894,213.384,247.751,372.437,432.123,402.962,275.194,204.715,208.329,177.359,206.008,283.337,411.707,498.703,441.566,449.232
B430212C06RIK,30.0129,30.6628,30.7061,20.9808,27.9537,26.8856,28.0055,24.9003,26.3005,27.5814,32.0129,27.9823,31.2392,49.3928,27.9503,24.9386,24.7195,30.5713
AFG3L2,285.195,204.651,268.885,305.495,219.916,304.704,265.274,325.72,321.715,310.012,303.552,404.021,325.608,142.027,315.01,344.654,303.373,250.582
SPIRE1,43.5737,44.8704,44.3901,42.8396,39.4425,36.9654,41.6731,32.7326,43.0451,48.7259,42.1188,58.9279,51.6481,42.2105,44.9616,43.6592,36.9899,50.9991
CEP76,172.935,152.425,247.452,466.831,248.702,130.307,100.536,140.247,181.16,351.116,221.916,393.06,362.43,170.041,129.782,166.173,136.923,108.163
PTPN2,325.212,260.079,311.396,361.588,263.922,278.21,257.633,382.638,303.198,332.977,305.766,376.657,350.032,132.65,400.739,347.256,400.684,229.433
4933403F05RIK,319.915,240.874,279.507,310.603,229.182,207.201,265.275,298.57,424.867,324.114,276.033,307.469,283.396,207.574,229.166,293.257,305.377,244.458
MC2R,12.6669,13.0946,12.6349,12.5694,16.2994,15.3609,13.892,13.2122,13.0918,13.198,15.4022,14.3229,13.8954,22.7954,13.6556,12.6849,13.4071,19.3188
4930546C10RIK,34.5651,33.9001,31.5289,31.5671,33.4932,38.645,35.6808,34.1203,33.9164,34.1122,37.3479,32.9114,34.5744,54.4958,43.8426,39.6039,40.7306,53.0105
RAB27B,50.4246,33.0332,30.4968,28.4219,28.632,33.5351,33.9664,26.0126,30.6853,30.7275,31.2401,30.1635,32.3831,41.0302,31.5633,28.5177,30.7321,39.5117
2310002L13RIK,19.3024,21.6909,15.5778,17.9668,22.5172,19.4904,22.6087,22.1154,22.9764,19.452,24.5954,19.9144,24.41,26.871,18.9656,20.2946,23.8971,21.8445
4930503L19RIK,120.741,92.1145,130.941,224.826,88.4295,56.6346,77.787,114.177,76.116,82.6078,91.9829,102.485,122.875,107.823,67.27,67.6829,88.0953,47.2222
POLI,491.526,326.222,194.985,299.865,220.218,275.57,385.942,439.634,449.413,470.386,529.6,336.268,362.246,167.514,414.989,381.114,422.998,377.12
DCC,39.7222,45.0162,43.0023,45.0526,44.1711,50.0254,45.9023,40.911,41.5703,40.9369,44.6227,44.5271,41.2025,68.3288,51.3419,41.2182,41.1847,69.5806
SMAD4,842.664,663.571,810.829,599.904,948.38,839.459,860.627,875.474,696.082,607.717,635.757,476.286,539.857,738.91,1248.54,1121.85,995.931,1217.16
ELAC1,136.953,109.485,96.4972,83.8827,86.735,86.87,166.985,180.216,124.772,110.564,142.022,104.178,102.287,82.8477,129.052,93.1586,158.676,127.528
ME2,482.329,373.868,468.695,619.843,337.861,579.416,466.34,553.013,431.88,559.801,341.351,745.981,706.845,289.357,772.676,655.202,902.351,438.565
MAPK4,45.4618,60.998,44.3088,40.2175,51.1667,49.0088,49.0568,47.796,47.3881,43.5211,54.4043,47.5653,46.1775,52.431,49.706,45.0397,43.804,68.6296
SKA1,44.1563,54.3644,53.9071,123.721,46.5193,32.9553,26.9628,20.906,33.5651,60.7601,33.2335,81.4515,76.7775,48.2758,33.3149,37.712,25.5518,36.4397
SCARNA17,3107.82,3139.14,2053.06,1601.73,1914.69,1826.23,3902.56,2952.92,4430.15,2724.97,4012.95,2318.12,2568.92,3219.82,2704.92,3710.48,5261.17,4213.27
LIPG,33.3868,37.6922,31.534,32.6369,33.4947,34.7897,36.5753,30.7437,33.1169,32.1048,72.9213,71.0473,39.6686,40.6998,36.9977,33.23,33.3247,40.4063
GM672,115.215,131.865,99.32,76.8388,94.7398,99.1321,96.6411,73.4413,121.814,125.333,174.002,129.202,106.9,118.951,112.241,91.9094,97.2644,106.455
1700003O11RIK,40.7724,45.289,44.4504,41.8177,37.0527,47.1984,45.2043,40.7607,43.2919,40.9846,46.9908,44.0773,46.5688,45.5126,46.3778,49.4801,45.0019,59.5878
KATNAL2,17.0471,18.477,18.5088,18.4128,20.5589,20.2364,22.3558,16.4848,19.4565,18.4737,19.122,19.1471,19.1826,25.2256,19.9797,19.3926,18.0119,25.4991
RNF165,48.5104,56.6528,51.8392,47.3266,56.1158,64.8896,67.1882,57.6074,56.6258,49.9944,58.0534,54.121,57.1259,76.2757,59.6883,57.1603,55.2618,74.9015
8030462N17RIK,171.163,144.005,181.335,231.202,220.766,189.227,199.098,257.689,167.688,164.246,131.201,175.289,155.671,166.716,210.358,193.29,213.486,176.24
HAUS1,325.473,213.838,209.101,468.311,143.328,96.0429,99.3174,116.179,262.925,386.372,200.117,409.568,367.713,103.064,139.358,183.999,131.495,106.985
SIGLEC15,159.994,211.398,153.187,149.805,181.411,194.38,199.009,158.098,159.656,152.441,194.34,167.998,187.154,230.602,171.946,154.811,155.567,203.099
SLC14A1,987.049,610.519,249.686,326.162,430.785,589.95,535.193,481.761,837.945,604.386,305.757,225.612,355.703,146.212,399.786,650.943,372.224,504.325
SLC14A2,51.7601,58.3774,53.2358,48.7177,59.0044,60.4692,58.5364,52.8086,52.0662,54.6789,59.842,52.6976,63.2611,78.8214,54.4734,56.4442,53.8972,70.9176
SETBP1,50.6474,71.7586,55.1078,47.7995,56.9631,96.1435,400.255,450.619,87.9046,58.6551,56.9669,52.3946,60.4571,83.391,62.4224,71.5175,60.7535,102.041
ADNP2,317.212,250.378,293.279,320.81,257.914,247.15,256.63,292.353,327.116,346.666,272.473,317.684,293.07,184.639,263.193,265.912,279.907,233.19
1110032A13RIK,289.066,243.401,182.968,215.989,182.035,170.792,152.158,138.636,380.47,347.786,300.804,464.598,335.853,159.652,277.719,268.799,291.028,221.634
KCNG2,151.739,196.302,146.892,136.411,160.282,153.299,168.122,122.195,142.482,144.07,156.529,137.658,150.939,231.986,171.533,168.58,139.207,216.074
CTDP1,167.304,157.258,230.359,295.237,240.766,241.496,219.58,243.415,203.997,231.027,207.429,326.901,249.603,176.282,221.5,259.738,278.474,218.543
NFATC1,440.206,455.794,421.714,330.719,403.029,726.169,975.643,945.965,437.041,408.327,586.009,389.435,563.387,365.543,691.098,667.343,607.172,690.584
ATP9B,289.506,236.903,308.326,266.466,310.884,324.764,404.815,429.706,305.493,275.446,317.45,277.383,270.978,330.527,448.87,469.111,430.244,299.853
SALL3,74.5458,95.3047,74.4492,69.259,73.6343,78.5414,84.9296,68.5758,73.2175,69.4493,80.4398,77.8054,71.2164,99.5365,86.9979,85.8004,72.0756,109.356
GALR1,20.5767,26.8103,24.9687,21.9173,27.286,28.0889,24.3433,23.295,23.3644,21.1413,23.1792,25.3231,23.468,32.4972,22.7859,23.7588,23.3968,29.0612
ZFP236,293.449,247.507,375.396,348.077,412.613,496.03,452.399,509.176,280.977,269.102,359.512,289.167,348.181,401.169,439.962,415.879,457.1,318.12
TSHZ1,178.124,142.467,184.231,238.569,149.466,175.373,214.449,237.589,228.955,195.898,131.055,173.83,190.829,141.871,349.652,257.586,289.777,257.419
ZFP407,316.518,278.455,531.491,445.638,471.025,500.275,443.357,531.389,300.556,278.563,277.888,293.361,300.276,366.835,348.008,379.956,366.981,313.179
CNDP1,22.391,26.0061,22.7936,23.8484,25.5674,30.9725,25.3701,25.4811,24.8525,25.7724,25.4808,25.5732,26.3141,41.4302,24.2884,26.7073,25.6033,37.1139
CNDP2,200.172,199.128,200.299,264.977,226.618,233.404,186.103,214.09,264.273,367.108,377.18,465.835,330.81,169.058,338.915,381.674,301.361,283.775
1700034H14RIK,190.108,147.596,193.618,239.661,177.523,115.989,131.17,158.253,274.931,260.565,306.778,300.556,329.781,106.42,164.617,179.349,227.122,115.233
SOCS6,8.50547,9.51949,9.12473,8.70313,10.474,10.126,9.05789,8.69824,8.13767,9.14247,9.21512,9.76933,9.27091,12.631,8.39216,9.49284,8.80005,9.75145
9330132A10RIK,10.0095,9.26135,11.1514,9.03338,9.41202,10.0924,8.67571,8.23566,8.71485,10.3824,9.65085,9.40762,8.27059,12.9164,9.12894,8.79714,8.61631,11.4668
DOK6,35.6024,33.2636,27.6959,28.5742,35.3604,30.221,31.8158,27.7877,33.2805,36.5297,34.8761,28.8383,30.3076,40.2292,28.9681,27.9378,28.1368,29.3836
MRPL21,211.619,222.51,202.973,277.582,198.843,185.309,158.716,170.653,256.481,305.235,255.167,393.603,327.938,189.764,214.482,212.389,253.642,192.58
CPT1A,557.714,391.751,701.937,709.457,567.516,700.927,599.149,763.183,661.787,907.113,1209.5,747.57,597.129,174.156,300.268,287.601,446.771,371.668
MTL5,44.4367,51.2729,42.4663,45.6891,46.7529,50.44,43.0827,36.6312,53.6131,55.5634,74.0674,58.587,47.9693,59.4716,50.2926,41.9072,41.5439,61.3768
1810055G02RIK,178.975,194.86,157.522,182.624,161.447,194.449,179.538,142.243,172.966,171.428,195.297,221.113,232.739,202.502,186.505,152.488,152.673,197.779
SUV420H1,352.971,291.612,448.936,308.604,517.882,560.284,543.52,582.903,320.36,237.996,281.005,192.409,255.593,608.601,507.013,401.628,529.541,366.122
CHKA,166.564,127.905,171.083,191.313,133.794,154.883,118.023,142.505,204.114,173.618,121.837,161.758,151.847,91.4564,76.4352,89.7684,73.2066,72.2849
UNC93B1,870.864,1048.07,1649.14,1022.31,2518.08,3178.23,2017.89,2107.31,810.741,423.874,516.139,99.2689,58.0805,69.8626,67.5039,59.884,83.8719,78.8016
1700055N04RIK,17.2206,18.8079,16.1919,17.6337,15.1472,18.7553,22.3966,14.8178,15.8198,21.2682,17.8479,18.9534,19.0383,33.1643,17.2605,22.4873,16.929,28.791
ALDH3B2,44.085,42.5936,35.6841,33.5451,39.5365,39.2183,39.4878,40.3155,34.6909,35.4989,34.0393,33.4403,34.1561,37.7676,35.6199,34.5989,33.6692,34.2773
ACY3,80.7556,104.209,145.102,65.2417,74.9336,66.636,74.5527,60.0281,123.18,142.928,246.163,111.435,76.9788,88.4185,60.1397,64.1384,66.0068,72.4923
TBX10,65.4414,85.3008,59.4561,66.269,68.9605,72.7318,71.0791,69.8812,65.99,68.5589,77.1288,76.0893,67.0056,91.8573,67.7353,66.1469,68.4236,98.4834
NUDT8,154.042,133.381,106.444,118.274,99.0672,120.159,164.767,175.472,197.856,239.712,247.05,216.541,147.359,171.44,154.484,171.683,132.741,175.53
DOC2G,95.3563,96.7484,64.9547,69.8673,67.5123,83.083,96.5347,99.3925,101.307,104.723,111.717,102.836,96.144,100.662,93.2529,82.8403,87.8871,88.1688
CABP2,105.513,116.005,81.9886,92.1355,93.3776,107.51,112.168,90.5176,94.8216,91.2571,95.3032,92.2663,103.191,120.727,99.3736,87.9892,93.5425,123.473
CDK2AP2,414.697,482.877,434.384,415.967,446.043,566.286,484.265,415.504,419.804,418.776,634.045,536.532,459.724,394.091,901.326,788.24,955.83,946.415
PITPNM1,154.9,171.441,299.408,224.169,274.486,349.063,377.677,313.638,232.698,227.988,366.824,206.616,220.509,208.228,676.94,618.081,562.511,530.048
TMEM134,309.679,342.225,426.719,391.707,438.144,486.527,605.336,477.477,304.879,303.229,413.196,337.635,314.857,367.937,528.901,510.889,417.225,524.016
GPR152,26.4426,33.4483,31.5291,30.1988,33.8024,38.813,37.3859,30.4651,26.7638,27.1765,28.6138,28.0488,29.8737,37.9867,29.4555,28.8015,30.1719,34.9175
CORO1B,953.565,810.74,1291.4,1139.37,1430.59,1565.31,943.107,992.539,1441.39,1621.73,2386.16,1457.13,1588.91,1155.53,1478.27,1534.3,1400.96,1170.09
PTPRCAP,1327.45,1263.81,1956.4,1880.07,2458.59,2576.49,1855.98,2035.29,1794.24,1812.14,2099.87,1683.6,2045.1,1485.76,2201.92,2264.29,2052.41,1690.29
PPP1CA,1730.23,1683.43,2720,2819.26,2281.74,2675.01,1743.76,1840.1,2376.69,2711.04,2659.12,2910.74,2776.12,1838.62,2848.85,2571.13,2870.44,2080.09
CLCF1,256.887,280.241,294.802,105.875,375.569,435.107,683.263,558.04,351.98,202.76,195.49,88.3194,98.7692,85.596,280.31,531.445,431.476,522.812
POLD4,167.841,164.162,274.656,354.195,395.035,506.766,428.194,436.189,280.54,229.875,240.453,125.03,166.626,104.354,193.016,184.705,256.268,136.505
KDM2A,44.7968,51.3167,44.9788,40.7113,49.1697,51.8481,55.0099,38.874,43.2368,43.9426,52.7439,42.108,49.127,66.2696,49.8799,49.9611,44.5369,52.5766
PCX,61.035,70.8417,68.1773,92.1616,61.6541,73.151,65.86,60.8462,65.0906,64.9716,70.9813,65.261,72.12,85.836,61.7448,57.3787,67.4351,78.5479
SPNB3,66.5905,72.8921,66.0378,69.6945,72.0003,74.9218,71.5904,65.5152,72.7232,60.4179,76.8529,65.7344,71.5069,98.8256,66.2954,68.5679,63.0458,77.2084
RBM4B,334.416,288.741,344.661,339.882,362.057,282.226,369.163,397.905,352.525,305.556,360.178,374.853,405.319,376.461,360.234,257.806,386.16,285.482
CCDC87,26.3734,35.2707,30.3459,25.745,32.8456,32.618,33.491,25.6376,29.6577,31.0587,35.8266,29.1104,31.6128,42.4857,32.6478,30.612,31.7811,42.5729
CTSF,94.8564,91.1616,55.4221,52.879,62.5219,59.9295,65.2116,53.4897,91.4221,70.7995,68.7259,57.1581,58.012,68.4476,58.2556,52.3623,57.8163,71.4268
ZDHHC24,243.839,267.817,228.112,234.224,303.617,279.637,283.403,255.387,214.549,215.933,250.896,213.736,199.036,294.482,283.488,285.113,247.205,308.733
DPP3,82.5349,89.8148,94.9722,101.246,106.592,116.673,92.9471,100.366,87.9493,124.873,144.099,127.877,114.049,104.877,118.426,96.4502,100.961,94.7551
MRPL11,291.928,269.519,399.974,457.736,267.318,249.83,253.91,296.745,384.98,368.427,314.162,449.597,383.901,175.346,277.709,281.372,253.368,204.53
SLC29A2,128.754,117.72,99.1643,98.6758,101.374,124.252,108.335,112.744,154.259,149.46,164.468,173.521,135.657,116.947,107.057,108.398,115.762,116.538
B3GNT1,90.345,102.695,80.3432,68.5735,81.254,75.2615,82.8577,71.1834,88.4052,82.5029,94.7943,97.1484,98.4999,90.9737,124.146,103.685,105.073,104.576
BRMS1,143.783,132.092,143.881,183.971,183.087,179.495,189.449,189.396,248.416,308.435,260.732,282.605,274.392,149.395,167.292,162.403,238.098,159.365
RIN1,86.4846,108.402,82.49,81.0173,87.5237,113.787,115.37,93.1927,90.0811,89.9051,99.7986,94.6748,101.788,139.826,86.5775,89.0594,96.9106,114.398
CD248,78.038,77.5627,72.4094,80.0497,88.2556,87.3386,85.2203,79.4069,69.8445,75.2855,83.9943,73.4889,70.8672,82.4175,72.1156,85.1634,82.5718,87.6188
YIF1A,156.94,130.919,202.607,199.134,208.279,188.086,195.38,204.433,188.03,183.599,192.651,226.72,159.481,156.565,233.929,245.036,208.452,208.194
KLC2,200.09,248.195,187.603,177.01,220.677,232.95,218.742,186.138,199.365,182.503,208.74,191.708,201.309,275.541,229.047,231.477,208.458,291.671
GAL3ST3,101.616,118.306,92.2861,96.7118,109.997,108.566,125.737,103.119,96.4773,86.9778,99.5116,104.981,104.152,149.631,103.298,104.042,104.994,120.721
CATSPER1,18.9525,23.5494,19.4151,19.8033,22.0236,26.6575,22.2004,20.5175,21.8579,20.189,23.1888,21.4812,22.8928,29.2323,21.957,22.8752,23.5436,30.1682
EIF1AD,534.772,491.028,662.509,886.849,686.784,483.408,391.237,393.085,643.388,738.671,564.644,1070.3,1025.46,426.189,447.68,502.235,539.562,377.547
SART1,123.647,135.746,112.546,126.806,120.214,142.92,169.162,135.895,142.818,145.972,118.874,114.137,128.023,144.552,152.731,138.291,166.159,163.148
AI837181,353.354,276.434,381.353,342.955,424.888,491.96,496.036,485.514,463.61,468.442,566.933,398.998,387.263,394.459,693.292,629.771,687.708,570.257
FOSL1,51.1432,59.7457,42.546,43.4673,51.9812,55.5978,57.3532,46.3525,61.2148,48.355,51.1889,53.0031,52.7515,78.6852,49.9315,49.3301,50.9492,67.9544
FIBP,191.3,161.622,213.993,220.888,244.617,199.295,221.626,203.864,183.917,202.596,217.375,205.961,200.719,156.146,215.903,241.232,215.099,169.081
EFEMP2,101.112,115.699,100.176,93.3788,123.476,125.926,133.833,101.327,103.466,110.145,144.858,132.256,133.694,138.109,118.781,143.391,104.589,152.977
CFL1,4053.83,3834.47,5202.48,5236.68,5249.82,5882.02,4236.02,4970.27,4270.71,5579.4,5084.23,5729.4,6486.28,4093.36,5878.51,6067.56,5131.13,4684.5
1810058N15RIK,46.6204,60.7007,36.5786,48.5198,52.1722,61.3263,57.4776,51.7985,48.6681,43.2854,52.4863,55.4979,50.2892,58.4984,52.4146,54.3538,52.2754,61.721
GM962,149.792,140.397,126.973,121.898,183.846,173.623,201.268,182.389,108.962,114.325,117.842,114.894,111.39,202.229,210.843,198.115,205.395,239.192
RNASEH2C,288.331,320.732,256.751,277.379,251.382,218.85,261.408,225.828,235.531,231.926,252.628,273.29,232.174,265.212,291.653,302.044,293.106,276.027
RELA,350.269,326.173,420.22,340.844,429.12,585.642,632.681,529.014,428.963,373.727,551.758,413.93,406.283,372.46,526.646,510.568,546.014,633.982
MAP3K11,458.355,422.165,583.654,479.358,562.071,613.017,570.471,545.007,518.125,486.981,504.739,436.146,496.311,581.62,612.395,555.016,526.26,578.342
KCNK7,80.6449,101.641,80.6799,75.1745,82.0847,95.0967,86.9731,78.3654,76.5535,71.8178,78.8815,72.8518,77.5332,90.0039,79.7428,84.1513,84.6751,95.3349
LTBP3,207.489,211.282,128.592,116.177,144.083,151.635,163.378,115.321,216.972,176.545,156.38,131.584,135.938,213.886,164.653,144.659,128.768,205.052
FRMD8,53.6093,59.4478,59.9274,54.205,67.7724,71.0318,83.7273,77.8971,57.3588,61.9107,73.3,57.2526,59.5442,79.4514,86.4446,82.2884,86.6673,95.9052
SLC25A45,693.82,550.679,330.032,259.437,262.329,296.717,364.99,342.535,700.558,561.452,627.16,283.312,280.692,284.772,600.374,465.71,533.128,419.75
GM10814,37.3207,46.7392,38.624,41.8809,41.052,51.2388,49.8363,41.7429,37.1677,41.296,46.2296,40.6892,43.1569,59.4996,45.5038,47.3288,50.2932,50.5218
SYVN1,313.355,415.131,1465.22,1612.68,2032.34,2576.02,1248.32,1255.43,354.284,286.676,416.02,302.493,333.373,448.575,484.754,426.425,366.429,441.992
ZNHIT2-PS,131.114,146.792,154.091,154.034,157.894,162.12,152.946,140.657,181.718,212.448,241.887,241.014,181.032,168.881,186.624,200.837,183.944,197.674
1110014N23RIK,74.7906,80.6636,53.0919,70.6647,93.1082,91.2491,88.1042,80.1602,63.7646,60.4827,65.7625,67.7102,63.7218,87.5553,71.5176,65.6218,80.2226,88.5258
CDCA5,334.81,302.697,365.136,1006.62,323.094,123.141,46.1615,36.6512,259.31,407.504,148.79,579.84,505.155,184.364,129.197,181.332,42.5158,80.5126
NAALADL1,18.4516,21.8247,22.326,27.7052,20.4079,18.5262,20.2854,17.4288,19.9256,21.0406,17.5808,26.3777,22.5265,25.7885,21.6388,20.0986,19.6763,28.3226
2400001E08RIK,156.243,147.332,186.798,230.426,193.042,190.801,164.167,176.714,193.56,196.646,201.876,249.846,180.097,188.437,265.518,265.215,213.166,199.825
