GeneSymbol,proB_CLP_BM,proB_FrA_BM,proB_FrBC_BM,preB_FrC_BM,preB_FrD_BM,B_FrE_BM,B_FrF_BM,B_Fo_Sp,preT_ETP_Th,preT_DN2_Th,preT_DN3A_Th,preT_DN3B_Th,T_DN4_Th,T_DP_Th,T_4SP24._Th,T_8SP24._Th,T_4Nve_Sp,T_8Nve_Sp
OLFR225,39.3531,39.6077,37.8437,41.888,44.902,40.226,52.0737,37.5912,37.5525,37.23,39.7199,33.2306,41.9154,33.873,42.8519,34.6452,39.3398,49.3186
MPRIP,445.488,429.207,665.401,684.543,504.994,320.479,307.676,355.85,520.024,445.515,513.941,495.291,410.021,730.191,275.215,231.683,233.087,190.038
COPS3,50.1636,53.1645,42.8613,47.7603,43.9673,40.716,43.5552,46.5864,34.4773,35.6,36.5393,41.6603,42.6088,40.5439,41.3007,39.048,35.1372,35.8647
NT5M,177.833,151.981,128.514,159.544,125.934,144.446,129.498,115.842,233.638,232.46,225.344,202.513,184.189,174.628,139.205,141.738,139.153,173.713
MED9,200.166,173.63,190.166,240.773,169.244,178.192,149.054,140.094,202.076,215.416,247.215,264.688,238.267,160.403,157.107,175.905,141.089,154.525
RAI1,392.452,359.799,498.66,358.145,691.244,403.458,247.786,236.937,378.165,386.088,460.951,349.251,330.474,637.611,413.37,419.412,330.286,372.418
LRRC48,27.9719,31.719,27.6556,31.349,35.61,30.9894,23.8023,26.8034,28.1318,29.602,38.7576,28.0693,32.5457,45.7249,27.7182,28.8073,28.4745,33.8386
4933439F18RIK,276.305,210.253,231.547,300.257,163.375,185.151,173.045,239.957,446.999,626.949,646.163,718.452,636.491,124.182,281.068,299.422,358.658,274.146
DRG2,192.384,171.334,220.148,338.962,230.173,200.566,172.781,188.582,311.303,345.671,339.235,489.64,391.6,168.99,207.218,253.823,247.105,209.551
MYO15,46.044,54.2537,43.2123,41.4248,45.4465,51.6286,52.2869,46.8666,47.1267,44.1754,47.127,45.6898,43.9946,64.2868,42.8972,47.1838,46.9477,48.9543
ALKBH5,469.941,375.351,651.282,738.687,586.08,608.883,633.067,704.326,697.239,718.165,691.163,864.409,747.463,513.309,661.756,706.285,883.819,649.068
LLGL1,129.696,121.463,181.532,190.676,175.503,183.743,162.53,164.021,220.332,253.599,243.596,320.068,269.868,216.491,249.824,268.998,244.782,221.453
SMCR7,90.0627,101.381,111.21,93.0157,117.537,148.934,116.037,103.386,113.128,94.5112,120.565,98.862,98.5676,117.781,132.941,124.615,119.95,135.241
SMCR8,231.695,213.202,262.405,264.095,288.673,341.09,356.846,390.957,330.832,345.864,464.552,307.591,345.793,327.399,327.8,308.508,412.023,266.263
DHRS7B,161.462,153.562,135.951,184.392,163.664,149.77,153.428,167.924,162.45,193.466,200.61,244.478,197.389,132.008,159.673,156.432,170.984,147.486
MAP2K3,232.728,204.403,268.182,390.461,279.698,229.872,220.801,199.149,609.982,377.036,243.171,342.928,287.014,156.236,229.363,250.568,232.807,203.686
KCNJ12,40.8733,49.8228,38.7837,39.8078,40.7701,47.6857,43.8364,46.0615,40.2664,40.3902,45.1253,44.009,43.4136,48.7081,44.4764,39.506,42.7673,56.1864
TNFRSF13B,214.213,226.085,220.606,257.204,269.013,314.237,858.552,862.692,209.207,204.2,244.287,168.323,189.343,235.41,217.231,202.161,204.992,183.784
ALDH3A1,34.3465,39.0801,36.7774,35.3562,36.5854,40.9204,44.5616,39.2266,37.0745,36.6644,43.9604,34.4094,40.7163,56.4665,43.5645,33.6846,36.8142,42.8398
MFAP4,30.0066,38.1231,31.4101,32.4871,34.7159,32.3403,32.4641,31.1385,31.6663,32.7511,35.0529,34.1789,34.887,44.9457,35.0042,33.7627,34.1195,45.6377
B9D1,58.1602,64.7614,54.9486,59.3872,46.216,53.3538,50.6445,43.8609,51.7837,53.8845,71.3071,79.4946,78.4838,73.3568,49.0626,44.6552,45.797,57.3478
GRAP,86.9094,110.869,278.092,199.344,329.441,770.528,1186.32,1494.37,179.225,214.862,419.05,290.004,534.332,400.094,864.711,770.791,1166.78,638.558
FAM83G,44.8486,51.353,47.1478,45.9154,55.4445,64.8372,64.7363,72.8342,47.8068,42.9636,57.3926,56.0452,56.4378,64.6954,52.1158,46.5469,51.4743,47.8352
SPECC1,106.182,107.963,68.0098,59.8234,59.7773,74.0278,74.0797,61.2276,103.08,76.6574,60.7633,49.0803,61.0771,83.3488,75.9831,66.4612,60.4495,74.7586
ADORA2B,54.5047,62.8259,45.3138,43.2848,47.5223,59.2567,59.4406,49.7693,71.1806,45.1022,42.9503,43.9013,46.3714,62.063,49.5426,48.8728,48.3801,74.3745
TTC19,159.507,166.517,158.562,150.435,166.342,186.825,229.365,256.881,210.37,178.165,178.015,181.095,181.93,202.054,205.673,189.545,213.799,190.966
PIGL,119.492,120.267,119.375,140.039,108.3,117.277,114.273,124.487,154.29,156.578,198.246,150.15,168.163,134.143,143.982,126.871,150.837,126.716
UBB,5246.81,4804.52,5099.2,5403.13,4961.46,4621.65,4327.96,4767.72,5564.44,5009.28,5322.22,4814.57,5001.58,4200.28,5545.34,5517.83,4171.73,4121.81
TRPV2,637.18,508.527,488.477,475.57,692.965,978.888,803.124,791.73,576.877,677.589,687.45,412.077,677.853,774.891,938.6,1146.47,766.92,749.167
SNORD49B,484.194,528.719,255.695,450.704,297.05,258.517,905.57,1618.43,1202.7,599.814,456.64,819.797,454.46,173.999,421.926,598.149,1597.77,464.095
SNORD49A,303.686,299.534,268.872,403.352,314.791,331.94,719.373,876.321,441.189,261.478,255.191,404.817,234.505,171.014,332.255,414.997,510.285,449.779
MMGT2,394.552,302.923,311.995,264.74,293.379,265.209,241.29,232.357,536.176,555.068,636.227,398.004,425.811,231.63,346.193,233.756,393.228,221.738
GM10428,8.94522,10.1423,9.51469,9.61143,9.86683,10.2065,11.9525,9.54583,9.4227,8.3343,9.4462,10.3455,9.88019,18.5333,11.2561,10.5545,10.3728,18.326
TRIM16,169.242,136.323,296.797,138.886,230.721,128.263,93.6277,80.538,204.778,410.738,142.422,73.9212,79.3999,126.059,83.2737,71.1805,81.7376,112.669
FBXW10,64.8822,68.3911,47.0993,51.5887,53.607,65.3908,84.5871,75.659,61.7723,53.7139,64.1799,44.6359,57.7269,96.5165,71.6028,63.7085,58.4624,56.9842
FAM18B,172.833,122.249,155.587,150.657,151.749,155.812,173.926,210.142,205.654,174.056,166.032,130.512,138.46,82.8368,193.765,174.991,238.209,130.239
CDRT4,15.3627,19.4921,14.261,15.1114,20.2067,19.4176,18.2548,17.9547,18.517,15.5948,19.5896,17.0877,16.7539,29.1084,22.0989,17.7277,20.0721,22.8557
TEKT3,34.5349,39.3001,33.8379,30.7935,37.6719,39.3872,40.996,31.7316,30.8245,31.9878,32.8988,33.592,33.8932,41.762,37.6592,34.6104,31.8966,52.88
PMP22,106.033,127.709,96.47,86.989,104.763,110.819,125.408,108.615,102.093,98.9842,128.687,104.413,114.644,159.587,101.03,92.0804,107.884,141.634
HS3ST3A1,25.9967,28.2251,29.9248,27.2716,23.8065,28.9216,32.9746,25.1848,28.4399,31.7022,29.1092,28.8472,32.3788,38.9949,34.2273,28.817,30.0823,40.3941
ELAC2,321.076,247.588,346.894,390.615,265.95,314.412,285.129,321.255,417.555,478.989,521.987,730.984,573.316,227.49,430.888,497.819,421.001,367.933
AU040829,83.0188,104.605,94.9037,89.8988,100.545,112.09,98.409,83.1441,98.0513,86.5153,98.4707,92.0468,99.3264,113.973,106.451,99.0174,96.1999,139.211
ZKSCAN6,102.604,88.2989,111.84,106.003,128.219,135.849,127.424,175.531,100.621,129.301,166.081,121.498,121.984,87.787,146.393,141.53,165.329,99.9917
PIRT,83.9174,89.6699,62.4406,73.202,80.7815,88.8945,83.6392,87.0666,82.4994,80.5211,79.6598,76.0866,84.5356,96.4657,83.7088,70.3972,86.6355,90.0508
TMEM220,132.141,134.187,110.886,110.228,127.668,120.241,165.569,136.843,125.336,126.375,137.943,127.718,117.702,141.494,133.073,127.908,124.151,120.297
SCO1,116.393,97.2113,116.385,119.797,103.59,104.877,118.075,124.998,120.409,133.194,131.438,142.008,126.126,99.4276,118.202,119.929,133.897,110.985
MYH3,29.9478,33.5291,32.1875,31.3189,34.623,37.7494,37.4058,30.4626,30.7457,36.6637,34.987,38.2387,38.3194,47.6709,34.9787,32.617,33.2559,51.1262
MYH2,32.3854,37.3994,35.52,32.4156,34.2466,42.2639,38.6878,37.5031,42.8568,35.4244,45.4151,35.7144,38.8921,55.571,35.3091,39.9661,35.3836,49.3512
MYH1,24.821,28.3921,24.2983,28.0995,27.5865,30.2952,30.794,29.9706,28.6602,28.687,31.2171,29.3697,32.015,32.1691,29.2359,27.5882,28.5854,37.2301
MYH4,28.9228,36.3311,27.205,29.7153,34.5339,33.5003,32.3243,31.0006,28.0806,29.7114,29.4172,30.4108,30.4759,36.7956,32.774,28.6499,29.2455,33.6955
MYH8,36.8656,47.5099,44.2728,37.7355,51.7745,49.8003,50.4675,49.8689,40.0596,46.0377,46.0836,48.3651,49.0167,53.6309,43.3146,44.9654,46.0722,56.8966
MYH13,30.524,33.2066,26.416,28.8792,29.6711,34.847,36.9047,29.1187,32.038,31.9033,33.4323,31.1151,31.9665,42.4525,32.6162,30.1103,30.7954,36.7035
GAS7,111.855,159.583,415.593,415.232,866.334,457.647,96.1296,79.7929,78.815,77.7237,81.9135,75.482,79.6048,91.1572,82.4445,82.1498,81.2992,103.847
RCVRN,21.8096,28.9392,21.6747,26.3331,27.2932,27.7048,29.9762,23.639,26.206,24.1736,26.8296,25.1688,25.8007,33.1547,29.9779,26.414,24.1733,36.1068
DHRS7C,61.0865,74.4101,69.6777,64.4137,70.5239,67.3878,70.0601,60.0555,57.2359,61.4999,63.9709,58.8231,66.0163,89.9632,66.8548,70.4768,63.9335,91.3295
STX8,126.902,107.606,145.274,143.004,183.039,161.869,149.178,172.472,174.903,171.359,179.059,183.201,177.124,105.569,181.199,174.315,183.34,121.56
PIK3R5,169.882,202.036,178.655,140.283,220.664,231.201,183.892,183.707,161.976,142.461,642.102,451.547,394.323,395.689,454.035,471.65,581.955,552.866
PIK3R6,141.067,169.739,164.724,68.1501,78.2368,82.9334,81.6862,76.9054,96.9658,86.3308,80.5083,73.2261,79.314,92.1386,67.4552,60.4492,72.6022,98.6484
MFSD6L,85.8717,108.206,89.686,80.1318,78.2581,86.1384,100.976,77.7391,77.0191,75.9977,81.1404,77.1488,78.9821,92.4942,90.5191,88.2247,79.9417,96.0777
CCDC42,43.5313,46.4646,39.491,38.7216,39.3214,43.2407,42.7719,38.9611,43.0188,39.5873,44.2095,44.5003,41.4773,56.1718,47.9798,39.2972,43.5077,50.4503
MYH10,51.5124,60.3054,90.4595,62.2247,63.4041,62.7582,64.9981,53.8576,53.824,76.0936,87.0289,103.562,76.8646,79.9815,66.7717,62.2791,54.8633,76.7997
RNF222,56.3257,79.8495,60.7711,62.9529,66.6165,77.1757,76.6469,71.9815,62.0722,65.7098,80.3848,77.8748,83.0715,83.7,69.5846,64.4654,72.2862,72.3646
RPL26,459.607,420.189,320.473,346.193,302.364,264.276,347.198,356.489,363.746,266.897,278.572,266.883,255.308,138.304,377.665,389.07,281.531,364.88
SLC25A35,49.0598,62.0363,71.6114,97.1029,83.107,58.7832,76.9885,65.7134,52.5721,64.9014,117.808,77.2547,77.6494,107.072,115.521,86.3672,86.2043,75.0244
1500010J02RIK,560.685,481.395,526.141,914.591,466.187,331.862,325.485,289.809,568.206,786.873,536.608,707.321,645.353,275.044,289.659,342.231,223.49,207.262
AURKB,503.651,584.332,718.107,1572.39,592.621,283.37,127.036,90.969,318.307,553.985,244.281,937.25,778.847,496.038,235.952,249.363,79.3099,82.6533
2310047M10RIK,117.976,121.778,137.35,103.734,150.851,148.706,165.625,137.256,133.704,105.492,124.27,77.7243,85.9323,72.471,133.835,125.732,108.042,118.829
TMEM107,42.9033,43.5527,39.8153,47.4856,32.3604,27.0136,28.6949,24.7123,35.9179,43.7919,34.5824,51.1269,46.4407,35.3795,29.8111,33.9762,24.2355,40.646
SNORD118,120.545,103.173,49.4577,37.9116,43.2886,32.5121,60.5328,22.8654,80.3555,45.3261,33.3222,40.5095,30.618,52.3657,49.1124,46.7427,38.2633,37.0364
VAMP2,394.209,379.296,576.677,413.96,702.225,797.436,766.735,635.394,460.587,413.633,681.572,459.973,493.074,874.188,555.076,512.158,502.104,631.174
PER1,131.556,127.066,165.938,193.217,180.425,282.209,284.776,270.584,645.233,320.14,297.842,229.24,248.077,209.735,290.136,275.912,260.413,239.279
HES7,88.8917,113.819,94.3169,90.1802,101.327,116.72,112.907,77.6741,93.8236,85.9759,94.4171,88.3792,85.0007,128.973,106.11,106.769,88.8847,128.35
ALOXE3,31.9985,41.8498,31.2441,38.0093,36.8244,35.8733,43.1129,36.6056,39.5599,31.6145,36.8164,36.7232,39.3365,49.1931,48.3546,40.8208,34.1902,51.5158
ALOX12B,46.0648,45.8688,45.9365,41.6533,45.3006,49.9451,45.9013,38.1418,45.7249,43.2766,49.7915,49.2432,47.0383,63.8992,54.1316,53.2831,46.4051,76.7667
TRAPPC1,191.708,199.747,221.24,328.431,229.251,158.428,162.175,208.37,292.483,362.789,451.312,363.942,446.553,135.577,202.671,189.753,285.382,125.433
KCNAB3,44.9322,52.6444,36.7693,37.6641,43.046,40.7372,47.1363,36.3946,43.3577,45.9719,78.6708,49.4205,46.5277,61.2981,46.4672,43.4373,45.2738,52.4311
A030009H04RIK,162.57,137.654,80.0313,85.0216,62.24,64.5542,51.5809,50.8511,132.773,150.858,141.815,258.162,173.045,54.6708,55.8468,64.2292,68.3278,65.2791
CHD3,327.326,360.447,282.996,229.963,271.803,303.189,336.764,269.593,171.615,175.82,227.501,226.522,231.176,255.495,660.956,427.646,512.945,659.776
LSMD1,292.471,271.677,332.718,437.504,260.001,178.602,224.125,237.697,344.925,307.669,318.831,485.027,377.642,223.337,313.344,318.977,311.44,231.952
KDM6B,97.927,84.972,84.5708,59.1568,96.793,109.479,82.5336,99.2604,179.999,140.562,157.667,120.325,130.659,202.8,116.407,89.347,112.811,119.215
TRP53,820.792,691.801,983.852,854.328,917.056,1001.22,806.894,749.896,961.797,1139.03,1548.98,1324.34,1353.78,703.572,1090.78,1079.42,815.525,1073.08
SAT2,21.9082,27.3536,23.0933,23.0388,23.0055,25.8207,27.5,21.4132,24.0383,24.7066,21.8222,24.6408,25.0809,35.9819,29.925,24.5528,24.7339,40.5674
FXR2,320.329,279.256,384.888,387.622,394.402,346.405,271.017,303.731,337.176,340.965,334.316,374.519,358.241,399.303,353.674,345.355,295.882,283.548
SOX15,74.514,97.7367,79.8792,67.0574,84.5697,88.2871,86.9545,66.7962,68.9063,68.595,90.4917,70.2561,67.6424,117.02,89.3059,79.6532,69.3503,120.51
ZBTB4,141.67,141.261,189.614,133.528,272.255,429.088,467.372,362.55,124.761,121.595,169.462,116.54,147.837,191.863,384.167,326.852,332.193,421.327
TMEM102,121.964,181.775,134.369,128.398,132.327,139.541,151.971,112.883,129.432,114.976,118.141,108.657,119.26,182.208,135.513,143.733,120.608,201.682
1810027O10RIK,131.822,131.764,125.83,145.006,92.3414,70.8674,48.4873,45.5469,125.097,124.384,104.626,125.159,98.8341,61.3502,85.4329,103.216,51.6979,70.6033
PLSCR3,511.427,419.145,745.581,488.167,293.545,217.504,152.338,110.754,543.983,729.86,757.017,430.15,405.566,298.077,265.004,285.546,182.563,209.333
NEURL4,239.859,235.709,280.829,302.381,307.225,323.707,330.538,334.802,263.877,292.021,298.661,349.288,292.534,284.803,294.967,297.885,323.356,254.537
GPS2,663.51,618.357,939.717,950.854,1077.56,1014.04,993.087,940.492,577.301,575.401,736.328,727.976,834.713,832.352,638.919,720.38,851.696,811.953
YBX2,108.165,129.56,101.489,101.296,118.452,121.865,127.129,106.276,103.911,132.856,166.471,212.797,248.399,188.48,112.273,102.377,109.263,124.89
CLDN7,49.7949,56.6754,52.0906,41.6533,58.5381,54.6475,55.0601,46.2053,50.8512,44.9847,53.3371,45.0645,49.5441,62.1438,50.3466,46.6835,48.737,58.4319
DULLARD,655.298,595.576,880.049,793.731,706.253,881.339,711.478,761.077,645.666,741.138,1025.64,882.515,935.648,703.829,919.766,909.829,702.006,1023.41
GABARAP,969.158,843.38,961.686,946.145,1055.92,937.144,944.62,1192.34,889.649,918.327,762.569,604.549,599.647,368.493,857.409,875.005,927.302,626.129
PHF23,177.7,152.218,169.622,160.365,175.56,197.192,161.059,192.69,188.802,186.89,186.945,218.89,193.612,196.592,246.671,229.779,231.115,204.553
DVL2,201.135,200.886,237.305,219.335,219.088,232.138,195.267,188.98,281.016,343.183,378.809,373.942,314.047,266.81,257.487,305.035,246.807,287.972
DLG4,178.236,144.083,91.6994,59.1972,61.2711,71.204,70.2204,61.2892,195.296,170.663,423.167,205.586,210.118,256.724,375.312,285.224,295.461,155.678
ASGR1,34.1913,46.2314,39.386,37.2989,41.034,46.1022,41.496,40.876,39.8205,37.9688,40.7719,40.3677,42.2347,52.3956,42.3332,41.25,38.7754,54.7215
ASGR2,49.749,63.4951,43.1662,45.0872,51.709,64.6597,64.2576,51.333,48.1868,47.9562,51.7799,47.2005,56.4838,64.9845,52.1365,45.9182,53.2934,59.4204
MGL2,29.6471,31.4661,22.5836,22.4658,27.1088,31.2449,22.8127,18.8831,23.4692,27.4276,24.58,20.8489,20.8935,36.0845,25.0038,23.3769,20.3214,34.0686
CLEC10A,44.834,51.6367,29.4613,27.2487,31.0957,27.6014,26.3238,22.7643,28.9956,31.6406,22.7198,21.7381,20.0451,26.1186,36.446,30.2477,22.8748,43.1838
SLC16A11,117.342,117.01,85.8431,81.9999,94.6912,96.548,90.349,83.9214,77.2022,72.8284,83.1037,77.122,73.9949,96.8089,99.2288,100.575,88.4922,120.015
MIR497,57.0864,73.8763,56.1343,58.1945,56.6121,70.4695,66.6373,63.8775,73.444,67.1152,79.5821,71.0413,74.9873,77.8086,60.6377,60.2162,64.1152,86.5392
MIR195,52.6024,55.0671,47.9981,49.5483,57.365,63.5434,67.1841,66.9629,55.1754,52.5447,58.4837,57.3187,60.8339,68.7271,52.0776,47.9613,56.8023,59.6453
ARRB2,871.311,711.454,396.42,371.886,245.137,332.891,540.325,452.162,1003.41,858.448,521.508,584.591,591.282,407.153,1536.72,1812.63,1247.77,1217.47
MED11,270.265,228.681,267.388,291.616,265.802,346.871,407.951,419.837,399.889,384.455,358.764,436.747,434.247,218.664,423.633,438.119,485.758,382.978
ZMYND15,39.7238,50.2168,37.7005,33.4662,50.7704,52.5361,52.4381,45.168,41.358,36.9513,38.9608,41.6659,43.3389,59.8157,48.1299,48.7439,40.7874,47.9466
TM4SF5,65.8563,83.873,70.427,76.168,86.0981,81.5922,88.2769,65.3376,68.9764,77.8365,75.3348,73.0553,78.3328,99.2214,82.9839,81.308,74.2096,125.041
GLTPD2,49.521,56.2356,50.7543,51.5653,60.2261,70.9094,57.4661,50.4141,52.6203,48.7639,57.0614,47.7938,55.4532,82.5848,67.4819,67.9032,52.1987,85.0781
PSMB6,455.62,391.701,489.118,588.68,403.296,270.046,269.791,285.639,814.843,732.349,492.559,980.853,764.203,264.473,411.556,481.181,464.257,275.143
PLD2,66.1567,77.1821,87.9964,59.2922,60,67.8549,63.8625,53.7803,69.2086,58.5554,61.058,55.9121,68.1153,85.3252,71.331,75.5479,62.9943,61.7345
MINK1,243.559,209.222,259.315,232.576,229.656,319.803,317.488,295.606,271.854,274.735,433.103,366.031,345.268,353.171,587.26,465.971,501.671,378.813
GP1BA,36.672,33.5909,29.0924,28.5608,31.8383,41.5388,39.2751,41.9809,34.4026,34.813,45.8231,36.7277,36.5608,40.105,39.3661,32.0676,37.4573,35.0546
RNF167,608.543,497.864,695.547,596.041,1026.55,1096.23,1297.36,1480.28,724.226,647.944,1330.09,451.441,931.084,1045.5,1860.81,1634.15,2041.96,1337.71
ENO3,75.6051,89.2106,87.1974,79.024,73.285,82.363,103.752,116.763,80.2785,75.2641,86.0397,105.629,171.117,72.2982,119.153,112.485,118.263,100.619
KIF1C,131.306,131.916,156.934,178.152,147.431,197.349,179.941,190.043,127.17,111.237,128.827,148.707,142.165,140.932,179.655,201.591,150.449,163.07
ZFP3,142.812,148.297,148.769,126.66,158.606,179.729,148.679,126.061,131.611,140.914,153.035,130.812,136.762,175.164,170.139,156.52,159.308,177.569
RABEP1,186.279,147.032,212.421,209.949,175.79,218.771,276.45,398.437,176.162,165.168,110.647,181.926,167.291,127.037,179.294,205.332,211.434,134.439
RPAIN,175.71,177.183,160.099,166.385,143.808,139.907,177.77,164.522,185,179.629,175.775,186.2,197.975,106.724,132.012,156.945,183.695,146.3
MIS12,231.434,241.514,265.839,419.692,256.337,203.81,215.604,253.219,191.909,273.731,171.215,263.963,266.477,279.774,214.718,209.094,271.562,176.39
WSCD1,51.7771,65.4066,48.2131,48.0627,54.6756,58.6561,57.479,48.7281,60.1235,57.4464,64.9084,63.5834,65.1107,66.4419,61.0188,57.8839,51.7346,68.06
FAM64A,178.549,230.685,322.158,349.19,154.306,89.0539,61.2888,52.9362,124.735,247.394,129.308,234.639,171.265,192.012,97.827,110.491,55.7129,75.7129
TXNDC17,658.856,552.104,694.327,757.267,479.949,419.671,485.049,557.998,729.564,833.405,638.844,970.011,858.704,351.951,619.843,635.476,580.412,467.184
4930563E22RIK,77.0872,80.0466,54.99,63.7958,64.0359,66.487,63.4088,67.5095,64.5774,61.2696,70.7199,61.4857,61.5215,55.9762,70.0722,57.8107,74.702,63.7355
XAF1,149.759,108.405,160.824,94.8959,131.811,149.838,123.914,178.777,167.547,122.267,194.058,87.7752,91.093,62.0146,351.606,327.024,239.793,162.639
FBXO39,31.2578,39.0186,34.7883,32.7224,40.8753,40.3024,39.3589,39.8012,35.8716,33.1607,40.9936,39.832,36.9947,46.0584,39.5533,39.0143,42.688,46.4823
GGT6,87.9078,98.686,80.8092,77.639,95.6623,110.594,108.984,94.8642,98.9935,81.1451,97.2149,84.5161,98.8104,97.6786,82.6861,85.2306,94.4073,90.7747
MYBBP1A,846.458,576.148,762.52,911.491,312.537,698.9,626.619,817.142,1367.39,1438.95,1122.92,2264.5,1283.59,217.037,793.672,1006.94,817.807,901.579
UBE2G1,299.063,234.124,254.782,302.92,223.563,203.299,235.553,309.196,512.244,570.423,521.996,509.68,555.213,181.157,286.261,283.407,409.387,223.313
ANKFY1,404.035,313.64,668.34,548.224,684.723,701.234,657.862,807.174,464.424,388.748,347.887,349.146,329.696,302.294,476.151,486.388,500.148,389.142
ZZEF1,334.72,294.693,399.375,449.513,528.01,573.895,563.788,568.074,294.71,290.284,391.991,331.982,374.068,399.919,473.227,507.84,531.012,377.879
ATP2A3,722.387,823.382,1633.43,1958.43,1807.25,3243.01,2037.17,1854.84,655.521,1008.75,780.128,868.813,955.035,1333.69,1705.68,1688.86,1159.34,1084.65
P2RX1,87.0157,70.7997,43.4118,37.778,43.5825,48.6923,50.1833,40.7222,113.779,175.573,94.0584,89.0998,107.022,175.811,45.5238,38.3264,46.7393,52.4444
CAMKK1,61.4381,61.4359,37.4613,38.2506,52.4696,69.2365,53.6074,49.8872,54.8923,61.6188,126.904,124.469,180.042,201.631,73.8142,76.611,75.0784,85.0915
1200014J11RIK,690.951,575.403,734.015,979.618,803.028,657.673,552.87,620.249,592.605,795.082,731.497,855.412,1001.87,652.283,857.806,737.918,644.341,532.85
ITGAE,38.9471,41.4383,38.542,42.1674,41.3406,34.5636,38.5259,36.21,49.3686,37.6572,125.708,52.7536,82.128,54.6196,72.3817,2225.6,48.2147,682.183
P2RX5,59.4094,71.2171,63.1417,59.7906,72.5954,80.1265,82.6179,75.0696,62.8058,64.6276,66.0452,70.1469,77.5403,74.6715,73.6985,69.8007,61.9745,83.7128
TAX1BP3,160.203,161.365,268.874,196.738,293.44,149.263,118.393,120.959,274.9,262.471,323.801,175.385,312.671,252.85,131.341,138.087,201.605,134.396
SHPK,53.4754,58.5842,44.5319,49.3154,44.0026,52.505,65.6744,68.3132,55.0643,57.3738,66.2927,55.8845,67.4638,66.7252,77.1689,81.6992,81.5467,85.6186
TRPV1,32.6015,38.4252,31.5321,37.7261,37.9561,39.8411,38.4642,31.2934,34.0773,31.7813,35.8303,35.7982,35.1068,49.7685,40.3559,34.7145,30.7549,40.8396
TRPV3,37.1944,49.1608,40.6579,40.8286,48.0832,50.2569,57.3036,38.9309,37.8165,42.669,47.2825,41.6867,41.3447,86.0711,45.345,50.9242,43.7265,67.8263
SPATA22,9.09434,10.8642,11.4768,10.4424,10.2001,10.4691,10.4689,10.5029,10.1789,10.6573,9.20888,10.9724,10.0728,14.8239,11.026,9.98837,9.60675,12.5717
OLFR20,31.2671,32.3734,31.7741,31.0687,35.0356,35.4296,34.2493,33.5569,29.88,29.6173,30.0513,29.3039,33.6181,37.3614,31.0088,32.1592,33.6014,40.6705
OLFR376,17.2172,20.7604,17.8357,15.1189,17.2837,20.5467,16.5703,16.3592,18.5333,18.8935,16.2099,18.5249,18.2079,26.8221,15.2762,16.5519,18.5946,23.4818
OLFR384,15.8066,17.3898,19.4641,17.4252,17.6075,21.8935,19.8666,16.79,16.5623,14.6617,17.3946,16.2918,16.7689,27.6458,17.4742,15.857,17.8818,23.4202
ZFP735,8.27491,8.22939,9.99637,11.3094,9.1242,8.89075,9.32439,8.65815,10.0456,9.96017,9.03005,10.7814,9.57314,12.4596,9.31379,8.51241,9.26189,10.7993
OLFR390,18.9194,20.4319,19.9861,20.033,20.8069,24.2167,22.8034,21.446,22.4895,20.6776,23.475,23.866,24.6022,32.5238,20.4992,21.2602,19.8298,28.6226
OLFR23,20.9174,21.782,22.3481,18.9859,22.734,24.3682,24.4547,21.9978,20.6257,21.2695,21.6145,19.4124,19.9067,28.8438,22.1098,21.6025,21.5283,23.0089
OLFR397,16.9059,18.17,16.8139,16.424,20.3214,18.6425,21.059,17.7295,17.667,17.0743,16.382,18.2472,18.2166,23.1378,19.2535,16.9066,18.2494,18.5622
ZFP616,11.6174,13.3145,11.7692,11.4768,13.5344,13.3891,11.434,11.1274,11.6818,12.3612,11.5066,12.475,11.7718,17.702,11.928,12.6328,11.7733,18.4562
OLFR401,88.7077,121.701,78.6818,88.2751,94.437,118.665,107.188,130.714,95.847,96.1022,117.906,112.588,119.348,116.207,87.0035,94.0202,101.735,119.624
OLFR402,32.3075,35.4506,30.4306,28.3993,32.2895,37.5469,39.3771,32.8841,33.179,31.9504,33.6175,32.6327,31.4097,40.346,36.7216,31.2907,36.0915,36.7556
OLFR403,28.3162,32.4891,29.0356,30.0178,31.4285,39.5582,36.5931,30.6789,29.4214,30.8579,31.9547,37.9082,31.3113,35.2493,29.7647,30.3169,29.3223,38.2855
OLFR406-PS,30.2559,30.998,27.4358,27.2937,38.5058,35.8484,39.2438,31.4897,30.665,25.8557,31.0057,30.6063,33.5524,37.9361,28.6322,29.8658,32.6384,34.5178
OLFR59,37.8619,41.7343,44.6633,37.0607,40.8459,53.0638,35.9102,38.5812,37.2237,38.3826,47.3164,40.8421,39.4493,82.0848,39.0801,32.6441,38.5829,55.9374
OLFR412,48.1631,54.9447,37.216,44.747,50.6347,55.098,54.5007,52.0212,47.2315,44.9907,51.299,48.4604,45.8754,57.8379,55.6421,48.0871,52.6161,52.1026
E130309D14RIK,97.5347,110.331,90.6648,94.1798,108.352,103.792,111.862,99.7595,100.777,95.2608,121.689,114.277,116.759,118.562,98.1663,100.958,105.854,120.001
1300001I01RIK,574.375,437.323,511.73,620.661,250.491,428.156,369.765,409.179,637.885,677.013,538.939,1038.6,594.656,200.949,464.652,566.839,389.025,540.875
METT10D,270.812,210.03,297.815,354.712,251.009,257.905,230.872,342.561,305,370.411,331.237,561.489,442.698,128.599,236.431,272.088,312.703,222.362
