"Genes","Curated_pathway","Database_ID","Database_pathway_name"
"GLRX5","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"GLS","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"GLS2","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"GLUD1","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"GM1818","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"GRPEL1","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"GRSF1","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"GSTK1","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"H2-KE6","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"HADHA","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"HADHB","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"HAGH","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"HMGCS2","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"HSD17B10","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"HSPA1B","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"HSPA9","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"HSPD1","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"HSPE1","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"IBA57","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"ISCA1","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"ISCU","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"IVD","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"LACTB2","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"LEXM","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"LONP1","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"LRPPRC","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"LRRC59","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"LRRK2","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"LYRM7","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"MAIP1","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"MARS2","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"MCCC1","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"MCCC2","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"MCL1","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"MDH2","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"MIPEP","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"MLYCD","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"MPG","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"MPV17L2","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"MRPL1","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"MRPL2","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"MRPL3","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"MRPL4","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"MRPL9","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"MRPL10","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"MRPL11","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"MRPL12","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"MRPL13","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"MRPL14","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"MRPL15","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"MRPL16","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"MRPL17","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"MRPL18","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"MRPL19","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"MRPL20","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"MRPL21","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"MRPL22","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"MRPL23","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"MRPL24","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"MRPL27","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"MRPL28","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"MRPL30","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"MRPL32","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"MRPL33","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"MRPL34","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"MRPL35","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"MRPL36","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"MRPL37","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"MRPL38","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"MRPL39","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"MRPL40","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"MRPL41","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"MRPL42","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"MRPL43","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"MRPL44","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"MRPL45","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"MRPL46","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"MRPL47","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"MRPL48","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"MRPL49","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"MRPL50","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"MRPL51","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"MRPL52","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"MRPL53","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"MRPL54","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"MRPL55","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"MRPL57","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"MRPL58","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"MRPS2","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"MRPS5","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"MRPS6","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"MRPS7","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"MRPS9","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"MRPS10","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"MRPS11","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"MRPS12","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"MRPS14","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"MRPS15","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"MRPS16","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"MRPS17","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"MRPS18A","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"MRPS18B","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"MRPS18C","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"MRPS21","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"MRPS22","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"MRPS23","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"MRPS24","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"MRPS25","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"MRPS26","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"MRPS27","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"MRPS28","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"MRPS31","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"MRPS35","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"MRPS36","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"MT-RNR1","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"MT-RNR2","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"MTERF1A","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"MTERF1B","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"MTERF2","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"MTERF4","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"MTG1","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"MTG2","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"MTHFD2L","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"MTHFS","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"MTHFSL","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"NDUFA7","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"NDUFA9","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"NFS1","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"NSUN3","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"NSUN4","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"NUDT1","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"PAM16","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"PARK7","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"PDE2A","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"PDE12","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"PDK1","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"PDK2","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"PDPR","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"PIN4","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"PITRM1","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"POLDIP2","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"POLG","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"POLG2","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"POLRMT","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"PPIF","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"PRDX1","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"PRIMPOL","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"PTCD1","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"RIDA","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"RPS3","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"SARDH","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"SHMT2","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"SIRT3","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"SIRT4","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"SIRT5","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"SLC25A5","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"SOD2","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"SSBP1","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"SUCLG1","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"SUCLG2","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"SUPV3L1","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"TBRG4","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"TDRD7","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"TEFM","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"TERT","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"TFAM","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"TFB1M","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"TFB2M","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"THEM5","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"TIMM44","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"TOP1MT","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"TRAP1","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"TRMT5","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"TRMT10C","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"TRP53","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"TSFM","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"TUFM","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"TWNK","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"TYMS","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"UQCC2","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"VDAC1","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"VDAC2","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"WARS2","Mitochondrial proteins","GO:0005759","Mitochondrial matrix"
"1600014C10RIK","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"2410015M20RIK","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"AA467197","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"ABCA8A","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"ABCA8B","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"ABCA12","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"ABCB6","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"ABCB7","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"ABCB8","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"ABCB10","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"ABCD3","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"ACAA2","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"ACAD9","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"ACAD11","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"ACADL","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"ACADM","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"ACADS","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"ACADVL","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"ACAT1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"ACSL1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"ACSL3","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"ACSL4","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"ACSL5","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"ACSL6","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"AFG1L","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"AFG3L1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"AFG3L2","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"AGK","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"AGPAT4","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"AIFM1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"AIFM2","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"AIFM3","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"AK2","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"AKAP1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"ALAS2","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"ALDH3A2","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"ALDH18A1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"ANKZF1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"ANXA1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"APEX2","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"APOO","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"APOOL","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"ARG1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"ARMCX1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"ARMCX2","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"ARMCX3","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"ARMCX6","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"ASL","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"ASS1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"ATAD3A","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"ATCAY","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"ATF2","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"ATP5A1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"ATP5B","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"ATP5C1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"ATP5D","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"ATP5E","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"ATP5F1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"ATP5G1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"ATP5G2","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"ATP5G3","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"ATP5H","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"ATP5J","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"ATP5J2","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"ATP5K","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"ATP5L","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"ATP5O","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"ATP5S","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"ATPIF1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"ATXN3","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"BAD","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"BAK1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"BAX","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"BCKDHB","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"BCL2","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"BCL2A1A","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"BCL2A1B","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"BCL2A1C","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"BCL2A1D","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"BCL2L1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"BCL2L2","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"BCL2L10","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"BCS1L","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"BDH1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"BDNF","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"BID","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"BNIP3","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"BNIP3L","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"BOK","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"BRI3BP","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"CABS1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"CALM1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"CALM2","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"CALM3","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"CAPN10","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"CDS2","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"CFL1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"CHCHD3","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"CHCHD6","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"CHDH","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"CISD1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"CISD2","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"CKMT1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"CKMT2","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"CLPX","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"CNP","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"CNR1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"COA3","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"COQ2","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"COQ3","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"COQ4","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"COQ5","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"COQ6","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"COQ7","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"COQ9","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"COQ10B","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"COX4I1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"COX4I2","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"COX5A","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"COX5B","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"COX6A1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"COX6A2","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"COX6B1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"COX6B2","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"COX6C","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"COX7A1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"COX7A2","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"COX7A2L","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"COX7B","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"COX7C","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"COX8A","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"COX8B","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"COX8C","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"COX10","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"COX11","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"COX15","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"COX16","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"COX18","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"COX20","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"CPOX","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"CPS1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"CPT1A","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"CPT1B","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"CPT1C","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"CPT2","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"CRAT","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"CRLS1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"CSDE1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"CSTAD","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"CYB5B","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"CYB5R3","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"CYC1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"CYP11A1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"CYP27A1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"DAO","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"DDX3X","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"DHODH","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"DHRS1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"DMAC1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"DMAC2","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"DMPK","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"DNAJC11","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"DNAJC15","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"DNAJC19","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"DNM1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"DNM1L","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"DNM2","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"DNM3","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"DUSP18","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"DUSP21","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"ECI1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"EFHD1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"EPHA4","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"ERAL1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"ETFDH","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"EXOG","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"FAHD1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"FAM210B","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"FATE1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"FDX1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"FDXR","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"FECH","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"FGR","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"FIS1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"FNDC1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"FOXRED1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"FPGS","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"FUNDC1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"FUNDC2","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"GABBR1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"GATM","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"GCAT","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"GCDH","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"GDAP1","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"GHITM","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
"GIMAP3","Mitochondrial proteins","GO:0031966","Mitochondrial membrane"
